Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
79917,Crowds and Power,Elias Canetti,"Canetti, Elias",Carol Stewart,"=""0374518203""","=""9780374518202""",0,4.08,"Farrar, Straus and Giroux ",Paperback,495,1984,1960,,2021/07/06,"to-read, psychology","to-read (#258), psychology (#5)",to-read,,,,0,0
55643287,How the Word Is Passed: A Reckoning with the History of Slavery Across America,Clint   Smith,"Smith, Clint",,"=""0316492930""","=""9780316492935""",0,4.71,"Little, Brown and Company",Hardcover,336,2021,2021,,2021/07/06,"to-read, history","to-read (#257), history (#7)",to-read,,,,0,0
6792458,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,"Alexander, Michelle",,"=""""","=""""",0,4.52,The New Press Inc.,Hardcover,290,2010,2010,,2021/07/06,"to-read, history","to-read (#256), history (#6)",to-read,,,,0,0
52346471,Firekeeper’s Daughter,Angeline Boulley,"Boulley, Angeline",,"=""""","=""""",0,4.33,"Henry, Holt and Co. (BYR)",Hardcover,496,2021,2021,,2021/07/06,"to-read, ya-novels","to-read (#255), ya-novels (#12)",to-read,,,,0,0
44326330,The Enchantments of Mammon: How Capitalism Became the Religion of Modernity,Eugene McCarraher,"McCarraher, Eugene",,"=""0674984617""","=""9780674984615""",0,4.32,Belknap Press: An Imprint of Harvard University Press,Hardcover,816,2019,2019,,2021/07/06,"to-read, economics","to-read (#254), economics (#18)",to-read,,,,0,0
55298325,On Juneteenth,Annette Gordon-Reed,"Gordon-Reed, Annette",,"=""1631498835""","=""9781631498831""",0,4.18,Liveright,Hardcover,148,2021,2021,,2021/07/06,"to-read, history","to-read (#253), history (#5)",to-read,,,,0,0
55873263,"The Cruelty Is the Point: The Past, Present, and Future of Trump's America",Adam Serwer,"Serwer, Adam",,"=""0593230809""","=""9780593230800""",0,4.25,One World/Random House/Penguin Random House LLC,Hardcover,358,2021,2021,,2021/07/06,"to-read, politics","to-read (#252), politics (#1)",to-read,,,,0,0
53317422,The Free World: Art and Thought in the Cold War,Louis Menand,"Menand, Louis",,"=""0374158452""","=""9780374158453""",0,4.22,"Farrar, Straus and Giroux",Hardcover,880,2021,2021,,2021/07/06,"to-read, history","to-read (#251), history (#4)",to-read,,,,0,0
32828195,The Revolt of the Black Athlete (Sport and Society),Harry Edwards,"Edwards, Harry",,"=""0252041070""","=""9780252041075""",0,4.25,University of Illinois Press,Hardcover,264,2017,1969,,2021/07/06,"to-read, sports","to-read (#249), sports (#1)",to-read,,,,0,0
43822290,"Uncle John’s Truth, Trivia, and the Pursuit of Factiness Bathroom Reader (Uncle John's Bathroom Reader #32)",Bathroom Readers' Institute,"Institute, Bathroom Readers'",,"=""1684129842""","=""9781684129843""",0,4.39,Portable Press,Paperback,512,2019,2019,,2021/07/02,"to-read, trivia","to-read (#248), trivia (#1)",to-read,,,,0,0
53438195,The Witch's Heart,Genevieve Gornichec,"Gornichec, Genevieve",,"=""059309994X""","=""9780593099940""",0,4.05,Ace,Hardcover,359,2021,2021,,2021/07/02,"to-read, mythology","to-read (#247), mythology (#4)",to-read,,,,0,0
618177,"Legend (The Drenai Saga, #1)",David Gemmell,"Gemmell, David",,"=""""","=""""",0,4.26,Ballantine Books,Mass Market Paperback,345,1994,1984,,2021/06/28,"to-read, fantasy","to-read (#246), fantasy (#22)",to-read,,,,0,0
17716,Waiting for Godot,Samuel Beckett,"Beckett, Samuel",,"=""""","=""""",0,3.84,Grove,Paperback,109,2011,1952,,2021/06/28,"to-read, plays","to-read (#245), plays (#1)",to-read,,,,0,0
51019,Cat’s Eye,Margaret Atwood,"Atwood, Margaret",,"=""0385491026""","=""9780385491020""",0,3.95,Anchor,Paperback,462,1998,1988,,2021/06/28,"to-read, classics","to-read (#244), classics (#4)",to-read,,,,0,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.48,Henry Holt & Company,Hardcover,480,2015,2015,,2021/06/28,"to-read, ya-novels","to-read (#242), ya-novels (#11)",to-read,,,,0,0
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619634449""","=""9781619634442""",0,4.18,Bloomsbury USA Childrens,Hardcover,419,2015,2015,,2021/06/28,"to-read, ya-novels","to-read (#243), ya-novels (#10)",to-read,,,,0,0
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",0,4.01,Random House,Paperback,509,2004,2004,,2020/04/09,"to-read, fantasy","to-read (#4), fantasy (#21)",to-read,,,,1,0
57426546,Under the Sky We Make: How to Be Human in a Warming World,Kimberly Nicholas,"Nicholas, Kimberly",,"=""0593328183""","=""9780593328187""",0,4.26,G.P. Putnam's Sons,Kindle Edition,335,2021,,,2021/06/27,"to-read, science","to-read (#241), science (#11)",to-read,,,,0,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.18,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2021/02/16,"to-read, economics","to-read (#116), economics (#17)",to-read,,,,0,0
50887097,"Why Fish Don’t Exist: A Story of Loss, Love, and the Hidden Order of Life",Lulu Miller,"Miller, Lulu",,"=""""","=""""",0,4.16,Simon & Schuster,Hardcover,225,2020,2020,,2020/12/31,"to-read, science","to-read (#83), science (#10)",to-read,,,,0,0
53825991,Intimations,Zadie Smith,"Smith, Zadie",,"=""059329761X""","=""9780593297612""",0,3.99,Penguin Books,Paperback,97,2020,2020,,2020/12/31,"to-read, memoir","to-read (#82), memoir (#6)",to-read,,,,0,0
51710540,Black Hole Survival Guide,Janna Levin,"Levin, Janna",,"=""052565822X""","=""9780525658221""",0,4.00,Knopf,Hardcover,160,2020,2020,,2020/12/31,"to-read, science","to-read (#89), science (#9)",to-read,,,,0,0
50746359,Ledger: Poems,Jane Hirshfield,"Hirshfield, Jane",,"=""0525657800""","=""9780525657804""",0,4.04,Knopf Publishing Group,Hardcover,128,2020,2020,,2020/12/31,"to-read, poetry","to-read (#90), poetry (#4)",to-read,,,,0,0
48637750,Vesper Flights,Helen Macdonald,"Macdonald, Helen",,"=""0802128815""","=""9780802128812""",0,4.10,Grove Press,Hardcover,304,2020,2020,,2020/12/31,"to-read, science","to-read (#91), science (#8)",to-read,,,,0,0
515285,The Firmament of Time,Loren Eiseley,"Eiseley, Loren",Gary Holthaus,"=""0803267398""","=""9780803267398""",0,4.32,Bison Books,Paperback,183,1999,1960,,2020/12/31,"to-read, science","to-read (#94), science (#7)",to-read,,,,0,0
40890214,Recovering from Emotionally Immature Parents: Practical Tools to Establish Boundaries & Reclaim Your Emotional Autonomy,Lindsay C. Gibson,"Gibson, Lindsay C.",,"=""1684032520""","=""9781684032525""",0,4.42,New Harbinger Publications,Paperback,224,2019,2019,,2021/01/03,to-read,to-read (#95),to-read,,,,0,0
44438256,Las malas,Camila Sosa Villada,"Villada, Camila Sosa",,"=""9876704818""","=""9789876704816""",0,4.43,Tusquets,Paperback,224,2019,2019,,2021/01/03,"to-read, lgbt","to-read (#96), lgbt (#2)",to-read,,,,0,0
457264,The Second Sex,Simone de Beauvoir,"Beauvoir, Simone de","H.M. Parshley, Deirdre Bair","=""0679724516""","=""9780679724513""",0,4.17,Vintage,Paperback,746,1989,1949,,2021/01/03,"to-read, feminism","to-read (#99), feminism (#6)",to-read,,,,0,0
49372037,Ese verano a oscuras,Mariana Enríquez,"Enríquez, Mariana",Helia Toledo,"=""8483932695""","=""9788483932698""",0,3.97,Páginas de Espuma,Paperback,100,2019,2019,,2021/01/03,"to-read, horror","to-read (#98), horror (#3)",to-read,,,,0,0
34261775,It's OK That You're Not OK,Megan Devine,"Devine, Megan",,"=""1683640365""","=""9781683640363""",0,4.38,Sounds True,Audio CD,0,2017,2017,,2021/01/16,"to-read, psychology","to-read (#102), psychology (#4)",to-read,,,,0,0
514964,Confessions of an Economic Hitman,John Perkins,"Perkins, John",,"=""""","=""""",0,3.87,Plume,Paperback,303,2005,2004,,2021/01/31,"to-read, economics","to-read (#107), economics (#16)",to-read,,,,0,0
18909346,How to Meditate: A Practical Guide to Making Friends with Your Mind,Pema Chödrön,"Chödrön, Pema",,"=""1622030486""","=""9781622030484""",5,4.17,Sounds True,Kindle Edition,183,2013,2013,2021/04/01,2021/04/01,spirituality,spirituality (#11),read,,,,1,0
29380,Animal Liberation,Peter Singer,"Singer, Peter",,"=""0060011572""","=""9780060011574""",0,4.30,Ecco Press,Paperback,324,2001,1975,,2021/05/15,"to-read, philosophy","to-read (#192), philosophy (#7)",to-read,,,,0,0
55345256,The Correct Order of Biscuits: And Other Meticulously Assembled Lists of Extremely Valuable Nonsense,Adam Sharp,"Sharp, Adam",,"=""1398701726""","=""9781398701724""",0,4.21,Trapeze,Hardcover,192,2020,2020,,2021/05/22,"to-read, comedy","to-read (#208), comedy (#1)",to-read,,,,0,0
1457415,Landscape with Landscape,Gerald Murnane,"Murnane, Gerald",,"=""0140097511""","=""9780140097511""",0,4.16,Penguin Books,Paperback,267,1987,1987,,2021/06/02,"to-read, short-stories","to-read (#215), short-stories (#5)",to-read,,,,0,0
59651,Hard Times: An Oral History of the Great Depression,Studs Terkel,"Terkel, Studs",,"=""1565846567""","=""9781565846562""",0,4.19,The New Press,Paperback,462,2005,1970,,2021/06/02,"to-read, history","to-read (#214), history (#3)",to-read,,,,0,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",0,4.14,Tor.com,ebook,144,2017,2017,,2021/06/06,"to-read, sci-fi","to-read (#216), sci-fi (#6)",to-read,,,,0,0
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",0,4.22,Harper Business,Paperback,320,2006,1984,,2021/06/08,"to-read, psychology, self-help","to-read (#217), psychology (#3), self-help (#1)",to-read,,,,0,0
38744579,What a Time to Be Alone: The Slumflower's Guide to Why You Are Already Enough,Chidera Eggerue,"Eggerue, Chidera",,"=""1787132110""","=""9781787132115""",0,3.77,Quadrille,Hardcover,192,2018,2018,,2020/04/06,"to-read, feminism","to-read (#8), feminism (#5)",to-read,,,,1,0
36899127,"Argentina innovadora: Quiénes son los emprendedores, científicos y artistas que están cambiando el país",Silvia Naishtat,"Naishtat, Silvia",María Eugenia Estenssoro,"=""9500760452""","=""9789500760454""",0,4.33,Sudamericana,Kindle Edition,279,2017,2017,,2021/02/04,"to-read, argentina","to-read (#108), argentina (#2)",to-read,,,,0,0
396931,The Origins of Totalitarianism,Hannah Arendt,"Arendt, Hannah",,"=""""","=""""",0,4.30,Harcourt Brace Jovanovich,Paperback,527,1973,1951,,2021/01/24,"to-read, philosophy","to-read (#106), philosophy (#6)",to-read,,,,0,0
6799375,El orden conservador: La política argentina entre 1880 y 1916,Natalio R. Botana,"Botana, Natalio R.",,"=""9500702827""","=""9789500702829""",0,4.03,Editorial Sudamericana,Paperback,356,,,,2021/02/04,"to-read, argentina","to-read (#109), argentina (#1)",to-read,,,,0,0
45032310,"How We Show Up: Reclaiming Family, Friendship, and Community",Mia Birdsong,"Birdsong, Mia",,"=""1580058078""","=""9781580058070""",0,4.26,Hachette Go,Paperback,272,2020,2020,,2021/03/24,"to-read, feminism","to-read (#142), feminism (#4)",to-read,,,,0,0
28048,Hope in the Dark: The Untold History of People Power,Rebecca Solnit,"Solnit, Rebecca",,"=""1841956600""","=""9781841956602""",0,3.99,Canongate Books Ltd,Paperback,192,2005,2004,,2020/04/04,"to-read, feminism","to-read (#3), feminism (#3)",to-read,,,,1,0
45292774,Incomplete Solutions,Wole Talabi,"Talabi, Wole",,"=""1911143565""","=""9781911143567""",0,3.96,Luna Press Publishing,Kindle Edition,263,2019,,,2021/03/22,"to-read, short-stories","to-read (#141), short-stories (#4)",to-read,,,,0,0
6219656,The Lottery,Shirley Jackson,"Jackson, Shirley",,"=""1563127873""","=""9781563127878""",0,4.05,Perfection Learning,Paperback,30,1990,1948,,2021/03/30,"to-read, short-stories","to-read (#151), short-stories (#3)",to-read,,,,0,0
52668915,"Entangled Life: How Fungi Make Our Worlds, Change Our Minds & Shape Our Futures",Merlin Sheldrake,"Sheldrake, Merlin",,"=""0525510311""","=""9780525510314""",0,4.34,Random House,Hardcover,352,2020,2020,,2021/04/01,"to-read, biology","to-read (#152), biology (#3)",to-read,,,,0,0
994560,The Path of Least Resistance: Learning to Become the Creative Force in Your Own Life,Robert Fritz,"Fritz, Robert",,"=""0449903370""","=""9780449903377""",0,4.07,Ballantine Books,Paperback,320,1989,1984,,2021/04/03,"to-read, entrepreneurship","to-read (#153), entrepreneurship (#2)",to-read,,,,0,0
49432,Myths of Gender: Biological Theories about Women and Men,Anne Fausto-Sterling,"Fausto-Sterling, Anne",,"=""0465047920""","=""9780465047925""",0,4.13,Basic Books,Paperback,320,1992,1987,,2021/04/03,"to-read, feminism","to-read (#154), feminism (#2)",to-read,,,,0,0
16713621,Trasfondo,Patricia Ratto,"Ratto, Patricia",,"=""8492857668""","=""9788492857661""",0,3.73,Adriana Hidalgo,Paperback,143,2012,2012,,2021/04/03,"to-read, latin-america","to-read (#155), latin-america (#2)",to-read,,,,0,0
44767249,She Said: Breaking the Sexual Harassment Story That Helped Ignite a Movement,Jodi Kantor,"Kantor, Jodi",Megan Twohey,"=""0525560343""","=""9780525560340""",0,4.34,Penguin Press,Hardcover,310,2019,2019,,2021/04/21,"to-read, feminism","to-read (#172), feminism (#1)",to-read,,,,0,0
53317436,Second Nature,Nathaniel Rich,"Rich, Nathaniel",,"=""0374106037""","=""9780374106034""",0,3.76,MCD,Hardcover,304,2021,2021,,2021/04/21,"to-read, science","to-read (#171), science (#6)",to-read,,,,0,0
55278284,"The Madman's Library: The Strangest Books, Manuscripts and Other Literary Curiosities from History",Edward Brooke-Hitching,"Brooke-Hitching, Edward",,"=""179720730X""","=""9781797207308""",0,4.26,Chronicle Books,Hardcover,256,2021,2020,,2021/04/21,"to-read, history","to-read (#170), history (#2)",to-read,,,,0,0
5890,The Woman in White,Wilkie Collins,"Collins, Wilkie",Matthew Sweet,"=""""","=""""",0,4.01,Penguin Classics,Paperback,672,2003,1859,,2021/04/21,"to-read, classics","to-read (#175), classics (#3)",to-read,,,,0,0
38718858,"The Stormlight Archive, Books 1-3: The Way of Kings, Words of Radiance, Oathbringer",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.79,Tor Books,Kindle Edition,3823,2018,,,2021/06/23,"to-read, fantasy","to-read (#231), fantasy (#20)",to-read,,,,0,0
50622390,Just as I Am,Cicely Tyson,"Tyson, Cicely",Michelle Burford,"=""0062931067""","=""9780062931061""",0,4.51,HarperCollins Publishers,Hardcover,432,2021,2021,,2021/04/21,"to-read, memoir","to-read (#173), memoir (#5)",to-read,,,,0,0
11590,’Salem’s Lot,Stephen        King,"King, Stephen",,"=""0450031063""","=""9780450031069""",0,4.10,New English Library,Paperback,483,1991,1975,,2021/05/02,"to-read, horror","to-read (#179), horror (#2)",to-read,,,,0,0
6356190,The Little Sisters of Eluria,Stephen        King,"King, Stephen",Michael   Whelan,"=""1880418738""","=""9781880418734""",0,4.18,"Donald M. Grant Publisher, Inc.",Hardcover,312,2008,1998,,2021/05/02,"to-read, horror","to-read (#180), horror (#1)",to-read,,,,0,0
97411,Letters from a Stoic,Seneca,"Seneca, Seneca",,"=""0140442103""","=""9780140442106""",0,4.34,Penguin Books,Paperback,254,2004,65,,2021/05/06,"to-read, philosophy","to-read (#181), philosophy (#5)",to-read,,,,0,0
24618,"The Art of Living: The Classical Manual on Virtue, Happiness and Effectiveness",Epictetus,"Epictetus, Epictetus",Sharon Lebell,"=""006251346X""","=""9780062513465""",0,4.24,HarperOne,Paperback,128,2004,125,,2021/05/06,"to-read, philosophy","to-read (#182), philosophy (#4)",to-read,,,,0,0
29127,"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,"Beagle, Peter S.",Patrick Rothfuss,"=""""","=""""",0,4.16,Penguin Roc,Paperback,294,2008,1968,,2021/05/09,"to-read, classics","to-read (#184), classics (#2)",to-read,,,,0,0
21787,The Princess Bride,William Goldman,"Goldman, William",,"=""0345418263""","=""9780345418265""",0,4.27,Ballantine Books,Paperback,429,2003,1973,,2021/05/09,"to-read, classics","to-read (#185), classics (#1)",to-read,,,,0,0
203220,Les Fleurs du Mal,Charles Baudelaire,"Baudelaire, Charles","Richard Howard, Cyril Scott, Odilon Redon, Nydia Lamarque","=""0879234628""","=""9780879234621""",0,4.20,David R. Godine Publisher,Paperback,365,1983,1857,,2021/05/17,"to-read, poetry","to-read (#197), poetry (#3)",to-read,,,,0,0
52504334,"A Master of Djinn (Dead Djinn Universe, #1)",P. Djèlí Clark,"Clark, P. Djèlí",,"=""1250267676""","=""9781250267672""",0,4.02,Tordotcom,Kindle Edition,438,2021,2021,,2021/05/17,"to-read, fantasy","to-read (#198), fantasy (#17)",to-read,,,,0,0
203354,Signs,Maurice Merleau-Ponty,"Merleau-Ponty, Maurice",Richard C. McCleary,"=""0810101688""","=""9780810101685""",0,4.21,Northwestern University Press,Hardcover,355,1964,1960,,2021/05/22,"to-read, philosophy","to-read (#204), philosophy (#3)",to-read,,,,0,0
12344319,The Weird: A Compendium of Strange and Dark Stories,Ann VanderMeer,"VanderMeer, Ann","Jeff VanderMeer, George R.R. Martin, Bob Leman, Haruki Murakami, Mervyn Peake, Michael Chabon, Neil Gaiman, William Gibson, Franz Kafka, Stephen        King, Kelly Link","=""1848876874""","=""9781848876873""",0,4.27,Corvus,Paperback,1126,2010,2010,,2021/05/22,"to-read, short-stories","to-read (#205), short-stories (#2)",to-read,,,,0,0
32735621,Dear Sweet Filthy World,Caitlín R. Kiernan,"Kiernan, Caitlín R.",,"=""""","=""""",0,4.00,Subterranean Press,Hardcover,296,2017,2017,,2021/05/22,"to-read, short-stories","to-read (#207), short-stories (#1)",to-read,,,,0,0
55212702,"This Quest is Broken! (This Trilogy is Broken, #1)",J.P.  Valentine,"Valentine, J.P.",Nixia,"=""""","=""""",0,4.25,,,205,,2021,,2021/05/24,"to-read, fantasy","to-read (#209), fantasy (#16)",to-read,,,,0,0
50714359,The Unfair Advantage: How You Already Have What It Takes to Succeed,Ash Ali,"Ali, Ash",Hasan Kubba,"=""1788163311""","=""9781788163316""",0,4.02,Profile Books,Hardcover,256,2020,,,2021/05/29,"to-read, entrepreneurship","to-read (#211), entrepreneurship (#1)",to-read,,,,0,0
32895535,Why Buddhism Is True: The Science and Philosophy of Meditation and Enlightenment,Robert Wright,"Wright, Robert",Fred Sanders,"=""1508235406""","=""9781508235408""",0,4.02,Simon & Schuster Audio,Audiobook,11,2017,2017,,2021/05/29,"to-read, spirituality","to-read (#212), spirituality (#10)",to-read,,,,0,0
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,"=""""","=""""",0,4.09,Random House,Paperback,710,2000,2000,,2021/06/10,"to-read, fantasy","to-read (#219), fantasy (#15)",to-read,,,,0,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",0,4.23,"Little, Brown and Company",Hardcover,393,2018,2018,,2021/06/10,"to-read, mythology","to-read (#220), mythology (#3)",to-read,,,,0,0
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.30,Orbit,Paperback,468,2015,2015,,2021/06/11,"to-read, sci-fi","to-read (#221), sci-fi (#5)",to-read,,,,0,0
11250317,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""1408816032""","=""9781408816035""",0,4.32,Bloomsbury Publishing,Hardcover,352,2011,2011,,2021/06/11,"to-read, mythology","to-read (#222), mythology (#2)",to-read,,,,0,0
43521682,"The Bone Ships (The Tide Child, #1)",R.J.  Barker,"Barker, R.J.",,"=""0316487961""","=""9780316487962""",0,4.04,Orbit,Paperback,512,2019,2019,,2021/06/12,"to-read, fantasy","to-read (#224), fantasy (#14)",to-read,,,,0,0
6662349,"Ship of Magic (The Liveship Traders, #1)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",0,4.22,HarperVoyager,Mass Market Paperback,880,2008,1998,,2021/06/12,"to-read, fantasy","to-read (#225), fantasy (#13)",to-read,,,,0,0
61886,"The Curse of Chalion (World of the Five Gods, #1)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0007133618""","=""9780007133611""",0,4.17,Voyager,Paperback,490,2003,2001,,2021/06/23,"to-read, fantasy","to-read (#230), fantasy (#12)",to-read,,,,0,0
40222547,Where Oblivion Lives (Los Nefilim #1),T. Frohock,"Frohock, T.",,"=""0062825615""","=""9780062825612""",0,4.05,Harper Voyager,Paperback,355,2019,2019,,2021/06/23,"to-read, fantasy","to-read (#232), fantasy (#11)",to-read,,,,0,0
104089,Tigana,Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""0451457765""","=""9780451457769""",0,4.08,Berkley,Paperback,676,1999,1990,,2021/06/26,"to-read, fantasy","to-read (#234), fantasy (#10)",to-read,,,,0,0
15750692,"Malice (The Faithful and the Fallen, #1)",John Gwynne,"Gwynne, John",,"=""0230758452""","=""9780230758452""",0,4.17,Tor,Hardcover,672,2012,2012,,2021/06/26,"to-read, fantasy","to-read (#235), fantasy (#9)",to-read,,,,0,0
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447273281""","=""9781447273288""",0,4.30,PanMacmillan,Hardcover,608,2015,2015,,2021/06/27,"to-read, sci-fi","to-read (#240), sci-fi (#4)",to-read,,,,0,0
793297,The Steerswoman,Rosemary Kirstein,"Kirstein, Rosemary",,"=""0345357620""","=""9780345357625""",0,4.02,Del Rey,Mass Market Paperback,279,1989,1989,,2021/06/27,"to-read, fantasy","to-read (#239), fantasy (#8)",to-read,,,,0,0
50279445,Super Minion,Gogglesbear,"Gogglesbear, Gogglesbear",,"=""""","=""""",0,4.46,,,,,,,2021/06/26,"to-read, web-serial","to-read (#238), web-serial (#3)",to-read,,,,0,0
33017835,The Gods are Bastards,D.D. Webb,"Webb, D.D.",,"=""""","=""""",0,4.49,Self-published,ebook,,2014,2014,,2021/06/26,"to-read, web-serial","to-read (#237), web-serial (#2)",to-read,,,,0,0
41180829,"The Wandering Inn: Volume 2 (The Wandering Inn, #2)",Pirateaba,"Pirateaba, Pirateaba",,"=""""","=""""",0,4.51,,ebook,1718,,2019,,2021/06/26,"to-read, web-serial","to-read (#236), web-serial (#1)",to-read,,,,0,0
40630096,Wisdom of Anxiety,Sheryl Paul,"Paul, Sheryl",,"=""1683642503""","=""9781683642503""",0,4.38,Sounds True Adult,Paperback,239,2019,,,2021/06/23,"to-read, self-help","to-read (#233), self-help (#4)",to-read,,,,0,0
116236,The Education of Little Tree,Forrest Carter,"Carter, Forrest",Rennard Strickland,"=""0826328091""","=""9780826328090""",3,4.13,University of New Mexico Press,Paperback,216,2001,1976,2021/06/21,2021/06/21,,,read,,,,1,0
1237300,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,"Klein, Naomi",,"=""0805079831""","=""9780805079838""",0,4.27,Metropolitan Books,Hardcover,558,2007,2007,,2021/06/16,"to-read, economics","to-read (#229), economics (#15)",to-read,,,,0,0
9307360,"Debt, the IMF, and the World Bank: Sixty Questions, Sixty Answers",Éric Toussaint,"Toussaint, Éric",Damien Millet,"=""1583672222""","=""9781583672228""",0,4.18,Monthly Review Press,Paperback,304,2010,2010,,2021/06/16,"to-read, economics","to-read (#228), economics (#14)",to-read,,,,0,0
679913,Persecution and the Art of Writing,Leo Strauss,"Strauss, Leo",,"=""0226777111""","=""9780226777115""",0,4.13,University of Chicago Press,Paperback,204,1988,1952,,2021/05/30,"to-read, writing","to-read (#213), writing (#3)",to-read,,,,0,0
19842074,The Hollows Series Books 1-4,Kim Harrison,"Harrison, Kim",,"=""0007555482""","=""9780007555482""",0,4.61,HarperCollins,Kindle Edition,1687,2013,2013,,2021/06/14,"to-read, fantasy","to-read (#227), fantasy (#7)",to-read,,,,0,0
2442,"Witches Abroad (Discworld, #12; Witches, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0061020613""","=""9780061020612""",0,4.25,Harper,Mass Market Paperback,374,2002,1991,,2021/06/14,"to-read, pratchett-novels","to-read (#226), pratchett-novels (#4)",to-read,,,,0,0
36466732,"The Last Sun (The Tarot Sequence, #1)",K.D. Edwards,"Edwards, K.D.",,"=""""","=""""",0,4.18,Pyr,Kindle Edition,371,2018,2018,,2021/06/11,"to-read, fantasy","to-read (#223), fantasy (#69)",to-read,,,,0,0
50892360,"Black Sun (Between Earth and Sky, #1)",Rebecca Roanhorse,"Roanhorse, Rebecca",,"=""1534437673""","=""9781534437678""",0,4.19,Saga Press,Hardcover,454,2020,2020,,2021/06/08,"to-read, fantasy","to-read (#218), fantasy (#5)",to-read,,,,0,0
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",5,4.21,Grand Central Publishing,Paperback,345,2000,1993,2021/06/05,2021/06/05,sci-fi,sci-fi (#3),read,"[b:Parable of the Sower|52397|Parable of the Sower (Earthseed, #1)|Octavia E. Butler|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442169447l/52397._SY75_.jpg|59258] by [a:Octavia E. Butler|29535|Octavia E. Butler|https://images.gr-assets.com/authors/1242244143p2/29535.jpg] is the first part of a two-book series that takes place in 2024, with a young girl called Lauren Olamina living in her father's community in a disease and drug-ridden United States that is falling apart due to chaotic social and economic change. After her community is attacked, Lauren is forced to escape up North, founding her own religion, Earthseed along the way.<br/><br/>The most incredible part of the book is the wonderful world-building that takes place. A lot of detail is centered on Lauren’s complicated relationship to family, and her desire to move beyond the comforts of her family unit for survival purposes. Lauren is described as really caring for her dad, stating “he’s the best person I know, and I care what he thinks. I wish I didn’t but I do.” (location 348). Lauren likely admires her dad’s diligence in caring for the family, even when he has used corporal punishment on Lauren in the past.<br/><br/>Another interesting aspect of the book is the fact that the story follows entries in Lauren’s diary, which serves as a coping mechanism. Lauren’s mother abused drugs, causing Lauren to be born with hyperempathy syndrome. Lauren uses her journal to talk about pain that she doesn’t feel safe sharing with others: “Sometimes I write to keep from going crazy. There’s a world of things I don’t feel free to talk to anyone about” (location 708). Lauren’s syndrome causes her to feel pain and joy as the people around her do, making it difficult for her to separate out her feelings from the people around her. In writing, Lauren sees fit that “Clarity and truth will be plenty, if I can only achieve them.” (location 1746).<br/><br/>Lauren’s journal entries also serve as a draft for the new religion she is creating, called Earthseed. Interestingly, the religion does not center on an authority figure, but rather the power of individual communities to adapt and survive. “Earthseed deals with ongoing reality, not with supernatural authority figures. Worship is no good without action. With action, it’s only useful if it steadies you, focuses your efforts, eases your mind” (location 3132). In this sense, Lauren designs her religion to be very functional, such that practicing her religion means creating meaningful work rather than blindly following the word of a higher power.<br/><br/>[b:Parable of the Sower|52397|Parable of the Sower (Earthseed, #1)|Octavia E. Butler|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442169447l/52397._SY75_.jpg|59258] is an incredible look into the world-view of an 18-year old girl called Lauren who is growing up in a country that has broken down into dystopian decay. Through the power of her social network and her own writing, Lauren is simultaneously able to break free from the confines of her family, but also provide a safe haven for other survivors and refuges of a dangerous and violent world.",,,1,1
